,Fig Index,DOI,Mistake,Fig ID,Journal,Measurand,Absolute/Relative,Measurement Type,Measurand Level I,Measurand Level II,Log transformation
1944,10.1126:science.abl3837_zero_fig2,10.1126:science.abl3837,zero,2,science,Length (µm),Absolute,Measured value,Length,Length,No
1945,10.1126:science.abl4038_zero_fig1,10.1126:science.abl4038,zero,1,science,H-score for Hcn1,Relative,Calculated value,Index,Constant,No
1946,10.1126:science.abq5158_zero_fig1,10.1126:science.abq5158,zero,1,science,Attention heading angle,Absolute,Measured value,Angle,Others,No
1947,10.1126:science.add1219_zero_fig1,10.1126:science.add1219,zero,1,science,Normalized pSTAT5/STAT5,Relative,Ratio,Ratio,Ratio,No
1948,10.1126:science.add1219_zero_fig2,10.1126:science.add1219,zero,2,science,TMD interaction (relative activity),Relative,Ratio,Ratio,Ratio,No
1949,10.1126:science.add3598_zero_fig1,10.1126:science.add3598,zero,1,science,Joint angle (degree),Absolute,Measured value,Angle,Others,No
1950,10.1126:science.add3598_zero_fig10,10.1126:science.add3598,zero,10,science,Gait width (cm),Absolute,Measured value,Length,Length,No
1951,10.1126:science.add3598_zero_fig11,10.1126:science.add3598,zero,11,science,Stride length (cm),Absolute,Measured value,Length,Length,No
1952,10.1126:science.add3598_zero_fig12,10.1126:science.add3598,zero,12,science,Stride length (cm),Absolute,Measured value,Length,Length,No
1953,10.1126:science.add3598_zero_fig2,10.1126:science.add3598,zero,2,science,Joint angle (degree),Absolute,Measured value,Angle,Others,No
1954,10.1126:science.add3598_zero_fig3,10.1126:science.add3598,zero,3,science,Joint angle (degree),Absolute,Measured value,Angle,Others,No
1955,10.1126:science.add3598_zero_fig4,10.1126:science.add3598,zero,4,science,Suspension time (s),Absolute,Measured value,Time,Time,No
1956,10.1126:science.add3598_zero_fig5,10.1126:science.add3598,zero,5,science,Joint angle (degree),Absolute,Measured value,Angle,Others,No
1957,10.1126:science.add3598_zero_fig6,10.1126:science.add3598,zero,6,science,Tendon length (cm),Absolute,Measured value,Length,Length,No
1958,10.1126:science.add3598_zero_fig7,10.1126:science.add3598,zero,7,science,Joint angle (degree),Absolute,Measured value,Angle,Others,No
1959,10.1126:science.add3598_zero_fig8,10.1126:science.add3598,zero,8,science,Joint angle (degree),Absolute,Measured value,Angle,Others,No
1960,10.1126:science.add3598_zero_fig9,10.1126:science.add3598,zero,9,science,Joint angle (degree),Absolute,Measured value,Angle,Others,No
1961,10.1126:science.add4514_zero_fig1,10.1126:science.add4514,zero,1,science,Lignin content (%wt),Relative,Percentage,Percentage,Percentage,No
1962,10.1126:science.add4514_zero_fig2,10.1126:science.add4514,zero,2,science,GWP (kg CO2 eq/BDMT log),Relative,Ratio,Ratio,Ratio,No
1963,10.1126:science.add4514_zero_fig3,10.1126:science.add4514,zero,3,science,C/L ratio,Relative,Ratio,Ratio,Ratio,No
1964,10.1126:science.add7150_zero_fig1,10.1126:science.add7150,zero,1,science,cAMP (BRET_480/540nm),Relative,Ratio,Ratio,Ratio,No
1965,10.1126:science.ade0086_zero_fig1,10.1126:science.ade0086,zero,1,science,Leg twitching angle (degree),Absolute,Measured value,Angle,Others,No
1966,10.1126:science.ade0086_zero_fig2,10.1126:science.ade0086,zero,2,science,Resistance change (R/R20C),Relative,Ratio,Ratio,Ratio,No
1967,10.1126:science.ade0086_zero_fig3,10.1126:science.ade0086,zero,3,science,E_A (meV),Absolute,Measured value,Energy,Others,No
1968,10.1126:science.ade3483_zero_fig1,10.1126:science.ade3483,zero,1,science,Accuracy (%),Relative,Calculated value,Accuracy,Prediction metric,No
1969,10.1126:science.ade3483_zero_fig2,10.1126:science.ade3483,zero,2,science,Score,Relative,Calculated value,Index,Constant,No
1970,10.1126:science.ade4177_zero_fig1,10.1126:science.ade4177,zero,1,science,% NMUR1-TdT+ eosinophils,Relative,Percentage,Percentage,Percentage,No
1971,10.1126:science.ade9767_zero_fig1,10.1126:science.ade9767,zero,1,science,% length gain,Relative,Percentage,Percentage,Percentage,No
1972,10.1126:science.ade9767_zero_fig2,10.1126:science.ade9767,zero,2,science,% weight gain,Relative,Percentage,Percentage,Percentage,No
1973,10.1126:science.adf0435_zero_fig1,10.1126:science.adf0435,zero,1,science,Immobility (s),Absolute,Measured value,Time,Time,No
1974,10.1126:science.adf0435_zero_fig10,10.1126:science.adf0435,zero,10,science,Number of crossings,Absolute,Measured value,Count,Count,No
1975,10.1126:science.adf0435_zero_fig2,10.1126:science.adf0435,zero,2,science,Spines/10µm,Absolute,Measured value,Count,Count,No
1976,10.1126:science.adf0435_zero_fig3,10.1126:science.adf0435,zero,3,science,Number of crossings,Absolute,Measured value,Count,Count,No
1977,10.1126:science.adf0435_zero_fig4,10.1126:science.adf0435,zero,4,science,Number of crossings,Absolute,Measured value,Count,Count,No
1978,10.1126:science.adf0435_zero_fig5,10.1126:science.adf0435,zero,5,science,Number of crossings,Absolute,Measured value,Count,Count,No
1979,10.1126:science.adf0435_zero_fig6,10.1126:science.adf0435,zero,6,science,Number of crossings,Absolute,Measured value,Count,Count,No
1980,10.1126:science.adf0435_zero_fig7,10.1126:science.adf0435,zero,7,science,Number of crossings,Absolute,Measured value,Count,Count,No
1981,10.1126:science.adf0435_zero_fig8,10.1126:science.adf0435,zero,8,science,Number of crossings,Absolute,Measured value,Count,Count,No
1982,10.1126:science.adf0435_zero_fig9,10.1126:science.adf0435,zero,9,science,Number of crossings,Absolute,Measured value,Count,Count,No
1983,10.1126:science.adf0966_zero_fig1,10.1126:science.adf0966,zero,1,science,Fraction absorbed (%),Relative,Percentage,Percentage,Percentage,No
1984,10.1126:science.adf8440_zero_fig1,10.1126:science.adf8440,zero,1,science,Relative usage of Pcdh clusters (OSN-WAPL-XP/OSN-WT),Relative,Ratio,Ratio,Ratio,No
1985,10.1126:science.adg5314_zero_fig1,10.1126:science.adg5314,zero,1,science,Wound confluency (%),Relative,Percentage,Percentage,Percentage,No
1986,10.1126:science.adg7492_zero_fig1,10.1126:science.adg7492,zero,1,science,auROC,Relative,Calculated value,AUC,Prediction metric,No
1987,10.1126:science.adg7492_zero_fig2,10.1126:science.adg7492,zero,2,science,auROC,Relative,Calculated value,AUC,Prediction metric,No
1988,10.1126:science.adg7492_zero_fig3,10.1126:science.adg7492,zero,3,science,Mean auROC per gene,Relative,Calculated value,AUC,Prediction metric,No
1989,10.1126:science.adg8758_zero_fig1,10.1126:science.adg8758,zero,1,science,Fibrotic capsule thickness (mm),Absolute,Measured value,Length,Length,No
1990,10.1126:science.adh5206_zero_fig1,10.1126:science.adh5206,zero,1,science,R2 score,Absolute,Measured value,Statistics,Statistics,No
1991,10.1126:science.adi1563_zero_fig1,10.1126:science.adi1563,zero,1,science,Cell viability (%),Relative,Percentage,Cell viability,Percentage,No
1992,10.1126:science.adi4720_zero_fig1,10.1126:science.adi4720,zero,1,science,Tm (°C),Relative,Measured value,Temperature,Temperature,No
1993,10.1126:science.adi4720_zero_fig2,10.1126:science.adi4720,zero,2,science,Tm (°C),Relative,Measured value,Temperature,Temperature,No
1994,10.1126:science.adi4720_zero_fig3,10.1126:science.adi4720,zero,3,science,Tm (°C),Relative,Measured value,Temperature,Temperature,No
1995,10.1126:science.adi8885_zero_fig1,10.1126:science.adi8885,zero,1,science,% T_RM1,Relative,Percentage,Cell percentage,Percentage,No
1996,10.1126:science.adi8885_zero_fig10,10.1126:science.adi8885,zero,10,science,# CD8+ T_RM (log2),Absolute,Measured value,Cell count,Count,2
1997,10.1126:science.adi8885_zero_fig11,10.1126:science.adi8885,zero,11,science,# T_RM17 (log2),Absolute,Measured value,Cell count,Count,2
1998,10.1126:science.adi8885_zero_fig12,10.1126:science.adi8885,zero,12,science,# T_RM1 (log2),Absolute,Measured value,Cell count,Count,2
1999,10.1126:science.adi8885_zero_fig13,10.1126:science.adi8885,zero,13,science,# CD8+ T_RM (log2),Absolute,Measured value,Cell count,Count,2
2000,10.1126:science.adi8885_zero_fig14,10.1126:science.adi8885,zero,14,science,# T_RM17 (log2),Absolute,Measured value,Cell count,Count,2
2001,10.1126:science.adi8885_zero_fig15,10.1126:science.adi8885,zero,15,science,# T_RM1 (log2),Absolute,Measured value,Cell count,Count,2
2002,10.1126:science.adi8885_zero_fig16,10.1126:science.adi8885,zero,16,science,# CD8+ T_RM (log2),Absolute,Measured value,Cell count,Count,2
2003,10.1126:science.adi8885_zero_fig17,10.1126:science.adi8885,zero,17,science,% host derived,Relative,Percentage,Percentage,Percentage,No
2004,10.1126:science.adi8885_zero_fig2,10.1126:science.adi8885,zero,2,science,# T_RM17 (log2),Absolute,Measured value,Cell count,Count,2
2005,10.1126:science.adi8885_zero_fig3,10.1126:science.adi8885,zero,3,science,# T_RM1 (log2),Absolute,Measured value,Cell count,Count,2
2006,10.1126:science.adi8885_zero_fig4,10.1126:science.adi8885,zero,4,science,# CD8+ T_RM (log2),Absolute,Measured value,Cell count,Count,2
2007,10.1126:science.adi8885_zero_fig5,10.1126:science.adi8885,zero,5,science,# T_RM17 (log2),Absolute,Measured value,Cell count,Count,2
2008,10.1126:science.adi8885_zero_fig6,10.1126:science.adi8885,zero,6,science,# T_RM1 (log2),Absolute,Measured value,Cell count,Count,2
2009,10.1126:science.adi8885_zero_fig7,10.1126:science.adi8885,zero,7,science,# CD8+ T_RM,Absolute,Measured value,Cell count,Count,2
2010,10.1126:science.adi8885_zero_fig8,10.1126:science.adi8885,zero,8,science,# T_RM17 (log2),Absolute,Measured value,Cell count,Count,2
2011,10.1126:science.adi8885_zero_fig9,10.1126:science.adi8885,zero,9,science,# T_RM1 (log2),Absolute,Measured value,Cell count,Count,2
2012,10.1126:science.adi9926_zero_fig1,10.1126:science.adi9926,zero,1,science,pLRRK2 S935/LRRK2 total,Relative,Percentage,Percentage,Percentage,No
2013,10.1021:acsnano.2c07436_log_fig1,10.1021:acsnano.2c07436,log,1,acs_nano,Conductivity (S/cm),Absolute,Measured value,Others,Others,No
2014,10.1021:acsnano.2c08153_log_fig1,10.1021:acsnano.2c08153,log,1,acs_nano,Concentration by PM (ng/mL),Absolute,Measured value,Concentration,Concentration,No
2015,10.1021:acsnano.2c08153_log_fig2,10.1021:acsnano.2c08153,log,2,acs_nano,Concentration (ng/mL),Absolute,Measured value,Concentration,Concentration,No
2016,10.1021:acsnano.2c08434_log_fig1,10.1021:acsnano.2c08434,log,1,acs_nano,Size (d.nm),Absolute,Measured value,Particle diameter,Length,No
2017,10.1021:acsnano.2c08451_log_fig1,10.1021:acsnano.2c08451,log,1,acs_nano,Tissue 14C-eNPs Exposure (µg eNPs/g tissue),Absolute,Measured value,Mass,Mass,No
2018,10.1021:acsnano.2c08451_log_fig2,10.1021:acsnano.2c08451,log,2,acs_nano,Tissue 14C-eNPs Exposure (µg eNPs/g tissue),Absolute,Measured value,Mass,Mass,No
2019,10.1021:acsnano.2c08451_log_fig3,10.1021:acsnano.2c08451,log,3,acs_nano,Tissue 14C-eNPs Exposure (µg eNPs/g tissue),Absolute,Measured value,Mass,Mass,No
2020,10.1021:acsnano.2c10094_log_fig1,10.1021:acsnano.2c10094,log,1,acs_nano,Modulus (Pa),Absolute,Measured value,Others,Others,No
2021,10.1021:acsnano.2c10371_log_fig1,10.1021:acsnano.2c10371,log,1,acs_nano,Enhancement factor,Relative,Ratio,Ratio,Ratio,No
2022,10.1021:acsnano.2c10501_log_fig1,10.1021:acsnano.2c10501,log,1,acs_nano,Total flux,Absolute,Measured value,Radiant flux,Bioluminescence,No
2023,10.1021:acsnano.2c10970_log_fig1,10.1021:acsnano.2c10970,log,1,acs_nano,Expression of protein (pg/mL),Absolute,Measured value,Concentration,Concentration,No
2024,10.1021:acsnano.2c11159_log_fig1,10.1021:acsnano.2c11159,log,1,acs_nano,RLU/mg protein,Relative,Calculated value,Relative luminescence,Bioluminescence,No
2025,10.1021:acsnano.2c11241_log_fig1,10.1021:acsnano.2c11241,log,1,acs_nano,Number of DNA molecules,Absolute,Measured value,Count,Count,No
2026,10.1021:acsnano.2c11241_log_fig2,10.1021:acsnano.2c11241,log,2,acs_nano,DNA molecules loading,Absolute,Measured value,Count,Count,No
2027,10.1021:acsnano.2c11510_log_fig1,10.1021:acsnano.2c11510,log,1,acs_nano,n° materials,Absolute,Measured value,Count,Count,No
2028,10.1021:acsnano.2c11550_log_fig1,10.1021:acsnano.2c11550,log,1,acs_nano,CFU (mL-1),Absolute,Measured value,Titer,Concentration,No
2029,10.1021:acsnano.2c11550_log_fig2,10.1021:acsnano.2c11550,log,2,acs_nano,IL-6 (pg/g),Absolute,Measured value,Cytokine concentration,Concentration,No
2030,10.1021:acsnano.2c11550_log_fig3,10.1021:acsnano.2c11550,log,3,acs_nano,CFU (mL-1),Absolute,Measured value,Titer,Concentration,No
2031,10.1021:acsnano.2c11550_log_fig4,10.1021:acsnano.2c11550,log,4,acs_nano,CFU (mL-1),Absolute,Measured value,Titer,Concentration,No
2032,10.1021:acsnano.2c11550_log_fig5,10.1021:acsnano.2c11550,log,5,acs_nano,CFU (mL-1),Absolute,Measured value,Titer,Concentration,No
2033,10.1021:acsnano.2c11564_log_fig1,10.1021:acsnano.2c11564,log,1,acs_nano,sigma (S/m),Absolute,Measured value,Titer,Concentration,No
2034,10.1021:acsnano.2c12027_log_fig1,10.1021:acsnano.2c12027,log,1,acs_nano,Hopping Energy (eV),Absolute,Measured value,Others,Others,No
2035,10.1021:acsnano.2c12151_log_fig1,10.1021:acsnano.2c12151,log,1,acs_nano,CFU/mg tissue,Absolute,Measured value,Titer,Concentration,No
2036,10.1021:acsnano.2c12154_log_fig1,10.1021:acsnano.2c12154,log,1,acs_nano,Total copies,Absolute,Measured value,Cell count,Count,No
2037,10.1021:acsnano.2c12229_log_fig1,10.1021:acsnano.2c12229,log,1,acs_nano,Energy comspution (J/L),Absolute,Measured value,Others,Others,No
2038,10.1021:acsnano.2c12233_log_fig1,10.1021:acsnano.2c12233,log,1,acs_nano,CFU (mL-1),Absolute,Measured value,Titer,Concentration,No
2039,10.1021:acsnano.2c12233_log_fig2,10.1021:acsnano.2c12233,log,2,acs_nano,CFU (mL-1),Absolute,Measured value,Titer,Concentration,No
2040,10.1021:acsnano.2c12747_log_fig1,10.1021:acsnano.2c12747,log,1,acs_nano,Water vapor permeability (g m-1 s-1 Pa-1),Absolute,Measured value,Others,Others,No
2041,10.1021:acsnano.3c00032_log_fig1,10.1021:acsnano.3c00032,log,1,acs_nano,Radiant efficiency (p/sec/cm2/srµw/cm2),Absolute,Measured value,Radiant efficiency,Bioluminescence,No
2042,10.1021:acsnano.3c00155_log_fig1,10.1021:acsnano.3c00155,log,1,acs_nano,|k|,Absolute,Measured value,Constant,Constant,No
2043,10.1021:acsnano.3c00345_log_fig1,10.1021:acsnano.3c00345,log,1,acs_nano,ox-Lipid/unox-Lipid,Relative,Ratio,Ratio,Ratio,No
2044,10.1021:acsnano.3c00578_log_fig1,10.1021:acsnano.3c00578,log,1,acs_nano,Transcripts per million (TPM),Absolute,Measured value,Count,Count,No
2045,10.1021:acsnano.3c00578_log_fig2,10.1021:acsnano.3c00578,log,2,acs_nano,Transcripts per million (TPM),Absolute,Measured value,Count,Count,No
2046,10.1021:acsnano.3c00600_log_fig1,10.1021:acsnano.3c00600,log,1,acs_nano,Bacterial counts (CFUs),Absolute,Measured value,Titer,Concentration,No
2047,10.1021:acsnano.3c00600_log_fig2,10.1021:acsnano.3c00600,log,2,acs_nano,Bacterial counts (CFUs),Absolute,Measured value,Titer,Concentration,No
2048,10.1021:acsnano.3c00600_log_fig3,10.1021:acsnano.3c00600,log,3,acs_nano,Bacterial survival (100%),Relative,Percentage,Cell viability,Percentage,No
2049,10.1021:acsnano.3c00958_log_fig1,10.1021:acsnano.3c00958,log,1,acs_nano,IL-10 mRNA relative expression,Relative,Ratio,Ratio,Ratio,No
2050,10.1021:acsnano.3c00981_log_fig1,10.1021:acsnano.3c00981,log,1,acs_nano,CFU/g,Absolute,Measured value,Titer,Concentration,No
2051,10.1021:acsnano.3c00981_log_fig2,10.1021:acsnano.3c00981,log,2,acs_nano,CFU/g,Absolute,Measured value,Titer,Concentration,No
2052,10.1021:acsnano.3c00981_log_fig3,10.1021:acsnano.3c00981,log,3,acs_nano,CFU/g,Absolute,Measured value,Titer,Concentration,No
2053,10.1021:acsnano.3c00981_log_fig4,10.1021:acsnano.3c00981,log,4,acs_nano,CFU/g,Absolute,Measured value,Titer,Concentration,No
2054,10.1021:acsnano.3c00991_log_fig1,10.1021:acsnano.3c00991,log,1,acs_nano,Integrated density,Relative,Calculated value,Relative luminescence,Fluorescence,No
2055,10.1021:acsnano.3c01124_log_fig1,10.1021:acsnano.3c01124,log,1,acs_nano,Internalization count,Absolute,Measured value,Count,Count,No
2056,10.1021:acsnano.3c01124_log_fig2,10.1021:acsnano.3c01124,log,2,acs_nano,Desorption count,Absolute,Measured value,Count,Count,No
2057,10.1021:acsnano.3c01124_log_fig3,10.1021:acsnano.3c01124,log,3,acs_nano,Internalization count,Absolute,Measured value,Count,Count,No
2058,10.1021:acsnano.3c01124_log_fig4,10.1021:acsnano.3c01124,log,4,acs_nano,Desorption count,Absolute,Measured value,Count,Count,No
2059,10.1021:acsnano.3c01176_log_fig1,10.1021:acsnano.3c01176,log,1,acs_nano,Stiffness (Pa),Absolute,Measured value,Others,Others,No
2060,10.1021:acsnano.3c01408_log_fig1,10.1021:acsnano.3c01408,log,1,acs_nano,Concentration (nM),Absolute,Measured value,Characteristic concentration,Concentration,No
2061,10.1021:acsnano.3c01408_log_fig2,10.1021:acsnano.3c01408,log,2,acs_nano,Mean pixel intensity (AU),Relative,Calculated value,Relative luminescence,Fluorescence,No
2062,10.1021:acsnano.3c01829_log_fig1,10.1021:acsnano.3c01829,log,1,acs_nano,Endpoint titre,Absolute,Measured value,Titer,Concentration,No
2063,10.1021:acsnano.3c01829_log_fig10,10.1021:acsnano.3c01829,log,10,acs_nano,Endpoint titre,Absolute,Measured value,Titer,Concentration,No
2064,10.1021:acsnano.3c01829_log_fig11,10.1021:acsnano.3c01829,log,11,acs_nano,Endpoint titre,Absolute,Measured value,Titer,Concentration,No
2065,10.1021:acsnano.3c01829_log_fig2,10.1021:acsnano.3c01829,log,2,acs_nano,Endpoint titre,Absolute,Measured value,Titer,Concentration,No
2066,10.1021:acsnano.3c01829_log_fig3,10.1021:acsnano.3c01829,log,3,acs_nano,Endpoint titre,Absolute,Measured value,Titer,Concentration,No
2067,10.1021:acsnano.3c01829_log_fig4,10.1021:acsnano.3c01829,log,4,acs_nano,Endpoint titre,Absolute,Measured value,Titer,Concentration,No
2068,10.1021:acsnano.3c01829_log_fig5,10.1021:acsnano.3c01829,log,5,acs_nano,Virus titre (lg copies/mg total RNA),Absolute,Measured value,Titer,Concentration,No
2069,10.1021:acsnano.3c01829_log_fig6,10.1021:acsnano.3c01829,log,6,acs_nano,Virus titre (lg copies/mg total RNA),Absolute,Measured value,Titer,Concentration,No
2070,10.1021:acsnano.3c01829_log_fig7,10.1021:acsnano.3c01829,log,7,acs_nano,Virus titre (lg copies/mg total RNA),Absolute,Measured value,Titer,Concentration,No
2071,10.1021:acsnano.3c01829_log_fig8,10.1021:acsnano.3c01829,log,8,acs_nano,Virus titre (lg copies/mg total RNA),Absolute,Measured value,Titer,Concentration,No
2072,10.1021:acsnano.3c01829_log_fig9,10.1021:acsnano.3c01829,log,9,acs_nano,Virus titre (lg copies/mg total RNA),Absolute,Measured value,Titer,Concentration,No
2073,10.1021:acsnano.3c01917_log_fig1,10.1021:acsnano.3c01917,log,1,acs_nano,Pore number count,Absolute,Measured value,Count,Count,No
2074,10.1021:acsnano.3c02099_log_fig1,10.1021:acsnano.3c02099,log,1,acs_nano,E coli CFU count (mL-1),Absolute,Measured value,Titer,Concentration,No
2075,10.1021:acsnano.3c02251_log_fig1,10.1021:acsnano.3c02251,log,1,acs_nano,p-value,Absolute,Measured value,p-value,Statistics,No
2076,10.1021:acsnano.3c02251_log_fig2,10.1021:acsnano.3c02251,log,2,acs_nano,p-value,Absolute,Measured value,p-value,Statistics,No
2077,10.1021:acsnano.3c02251_log_fig3,10.1021:acsnano.3c02251,log,3,acs_nano,p-value,Absolute,Measured value,p-value,Statistics,No
2078,10.1021:acsnano.3c02268_log_fig1,10.1021:acsnano.3c02268,log,1,acs_nano,Normalized total flux (ph/s),Absolute,Measured value,Radiant flux,Bioluminescence,No
2079,10.1021:acsnano.3c02268_log_fig2,10.1021:acsnano.3c02268,log,2,acs_nano,Normalized total flux (ph/s),Absolute,Measured value,Radiant flux,Bioluminescence,No
2080,10.1021:acsnano.3c02304_log_fig1,10.1021:acsnano.3c02304,log,1,acs_nano,MRSA count (1e7 CFU mL-1),Absolute,Measured value,Titer,Concentration,No
2081,10.1021:acsnano.3c02304_log_fig2,10.1021:acsnano.3c02304,log,2,acs_nano,E. coli count (1e7 CFU mL-1),Absolute,Measured value,Titer,Concentration,No
2082,10.1021:acsnano.3c02532_log_fig1,10.1021:acsnano.3c02532,log,1,acs_nano,k_off (s-1),Absolute,Measured value,Constant,Constant,No
2083,10.1021:acsnano.3c02704_log_fig1,10.1021:acsnano.3c02704,log,1,acs_nano,Impedance (ohm),Absolute,Measured value,Others,Others,No
2084,10.1021:acsnano.3c02704_log_fig2,10.1021:acsnano.3c02704,log,2,acs_nano,Impedance (ohm),Absolute,Measured value,Others,Others,No
2085,10.1021:acsnano.3c03028_log_fig1,10.1021:acsnano.3c03028,log,1,acs_nano,Ion selectivity,Relative,Ratio,Ratio,Ratio,No
2086,10.1021:acsnano.3c03761_log_fig1,10.1021:acsnano.3c03761,log,1,acs_nano,G' & G'' (Pa),Absolute,Measured value,Others,Others,No
2087,10.1021:acsnano.3c03761_log_fig2,10.1021:acsnano.3c03761,log,2,acs_nano,G' & G'' (Pa),Absolute,Measured value,Others,Others,No
2088,10.1021:acsnano.3c03910_log_fig1,10.1021:acsnano.3c03910,log,1,acs_nano,Interfacial toughness (J/m2),Absolute,Measured value,Others,Others,No
